sample_id,timestamp,Label,Max_Amplitude,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64
902,0,Paracetamol,2483,0,0,0,61,139,234,317,409,492,577,656,752,830,916,996,1078,1173,1253,1347,1434,1507,1594,1674,1765,1847,1919,2000,2087,2180,2258,2321,2410,2483,2384,2281,2180,2080,1977,1889,1801,1694,1597,1498,1411,1325,1219,1125,1040,946,853,762,671,592,498,411,315,238,150,62,0,0,0,0,0
903,0,Paracetamol,2471,0,0,0,52,144,234,320,402,491,576,665,747,823,915,1003,1095,1181,1255,1343,1426,1515,1601,1680,1766,1840,1934,2013,2089,2169,2246,2341,2418,2471,2376,2274,2176,2094,1975,1883,1790,1691,1613,1510,1401,1315,1227,1138,1043,942,849,752,676,585,493,409,320,250,153,56,0,0,0,0,0
904,0,Paracetamol,2487,0,0,0,55,144,237,326,406,487,548,658,752,831,913,995,1088,1181,1265,1339,1424,1509,1602,1685,1761,1838,1926,2003,2098,2165,2247,2322,2407,2487,2385,2270,2171,2079,1982,1884,1787,1693,1600,1505,1412,1315,1218,1131,1046,944,848,754,663,587,493,405,319,227,145,65,0,0,0,0,0
905,0,Paracetamol,2496,0,0,0,51,144,234,320,400,489,575,666,743,835,899,987,1096,1183,1259,1345,1425,1509,1585,1680,1761,1842,1921,2015,2097,2173,2246,2338,2416,2496,2375,2273,2181,2094,1983,1887,1782,1690,1606,1509,1401,1322,1229,1136,1041,935,848,759,673,588,492,411,315,240,150,73,0,0,0,0,0
906,0,Paracetamol,2477,0,0,0,63,144,230,320,403,491,577,658,747,844,918,1002,1089,1179,1265,1353,1427,1510,1591,1683,1773,1839,1924,2003,2096,2176,2241,2326,2415,2477,2383,2274,2178,2078,1990,1891,1779,1697,1599,1508,1417,1315,1207,1135,1035,944,844,758,675,581,496,402,320,235,145,68,0,0,0,0,0
907,0,Paracetamol,2485,0,0,0,57,143,229,326,400,490,577,663,751,832,914,994,1088,1182,1247,1345,1433,1501,1600,1682,1749,1836,1922,2011,2098,2160,2251,2326,2414,2485,2369,2271,2174,2094,1983,1882,1790,1690,1605,1510,1411,1314,1225,1136,1049,935,846,757,678,592,495,410,316,233,154,64,0,0,0,0,0
908,0,Paracetamol,2481,0,0,0,64,144,229,320,410,493,576,662,740,832,912,972,1089,1174,1263,1354,1436,1507,1598,1680,1770,1854,1925,2007,2093,2175,2256,2327,2414,2481,2382,2288,2178,2084,1972,1890,1797,1694,1604,1493,1417,1328,1219,1136,1041,945,854,759,667,589,490,411,316,239,144,64,0,0,0,0,0
909,0,Paracetamol,2479,0,0,0,63,122,229,319,406,491,579,663,748,830,912,1003,1095,1177,1259,1344,1434,1515,1594,1679,1757,1847,1936,2003,2090,2165,2258,2337,2411,2479,2374,2286,2185,2082,1982,1886,1793,1711,1600,1504,1413,1320,1232,1130,1040,943,848,766,661,583,492,406,322,237,144,59,0,0,0,0,0
910,0,Paracetamol,2475,0,0,0,52,144,243,320,408,491,574,662,749,830,915,1002,1109,1177,1263,1338,1424,1513,1605,1671,1755,1840,1935,2010,2084,2160,2241,2333,2416,2475,2377,2275,2180,2086,1975,1879,1788,1703,1611,1492,1411,1318,1227,1136,1043,943,847,752,672,587,491,409,321,238,151,66,0,0,0,0,0
911,0,Paracetamol,2477,0,0,0,58,140,227,315,404,496,575,659,746,832,918,991,1089,1178,1264,1351,1424,1507,1590,1682,1771,1840,1920,2002,2090,2176,2257,2323,2410,2477,2384,2278,2174,2077,1977,1887,1795,1689,1601,1502,1410,1328,1215,1131,1040,944,851,756,673,581,496,406,320,229,144,59,0,0,0,0,0
912,0,Paracetamol,2480,0,0,0,64,153,231,323,410,495,577,668,752,838,926,995,1096,1183,1275,1346,1435,1517,1600,1695,1771,1841,1932,2007,2096,2178,2257,2334,2416,2480,2395,2289,2178,2081,1988,1893,1795,1699,1600,1507,1421,1326,1226,1133,1040,953,860,762,672,591,505,415,320,237,144,69,0,0,0,0,0
913,0,Paracetamol,2485,0,0,0,55,145,235,321,400,480,576,658,752,832,914,1005,1087,1185,1267,1342,1424,1508,1601,1686,1767,1842,1923,2021,2098,2167,2245,2331,2421,2485,2377,2275,2176,2093,1985,1875,1779,1687,1605,1509,1402,1317,1227,1141,1040,937,835,752,670,585,493,403,321,235,146,63,0,0,0,0,0
914,0,Paracetamol,2479,0,0,0,58,144,235,318,400,485,571,667,751,828,912,999,1085,1181,1264,1335,1427,1505,1601,1683,1753,1840,1926,2015,2099,2171,2244,2323,2416,2479,2375,2275,2170,2083,1983,1878,1789,1691,1607,1502,1408,1315,1219,1136,1046,939,850,753,668,588,496,402,319,239,150,62,0,0,0,0,0
915,0,Paracetamol,2480,0,0,0,67,150,237,324,403,496,583,659,752,841,924,1012,1087,1182,1264,1360,1438,1514,1604,1680,1767,1855,1934,2007,2096,2171,2262,2343,2407,2480,2374,2289,2191,2083,1987,1889,1797,1706,1605,1503,1408,1328,1232,1135,1041,941,852,763,674,592,496,413,326,240,150,67,0,0,0,0,0
916,0,Paracetamol,2481,0,0,0,59,144,234,319,411,490,579,657,749,837,915,1002,1088,1181,1267,1351,1424,1509,1595,1684,1766,1843,1920,2009,2093,2177,2250,2333,2412,2481,2385,2283,2174,2067,1987,1895,1802,1693,1603,1503,1413,1328,1229,1137,1040,945,859,754,610,586,499,411,318,231,144,65,0,0,0,0,0
917,0,Paracetamol,2479,0,0,0,56,143,234,318,411,490,563,662,742,833,914,997,1083,1176,1265,1351,1423,1503,1593,1676,1771,1856,1920,2001,2084,2177,2256,2326,2405,2479,2383,2283,2176,2077,1979,1891,1793,1687,1594,1497,1415,1323,1226,1129,1040,945,854,763,672,582,496,404,319,230,143,61,0,0,0,0,0
918,0,Paracetamol,2476,0,0,0,59,144,232,317,402,489,574,659,748,836,917,992,1086,1172,1261,1346,1433,1506,1598,1680,1750,1838,1927,2015,2096,2173,2256,2323,2406,2476,2384,2287,2176,2073,1979,1889,1793,1694,1600,1503,1410,1324,1224,1125,1040,942,848,752,666,586,497,407,314,228,141,62,0,0,0,0,0
919,0,Paracetamol,2486,0,0,0,61,146,233,321,406,491,573,665,755,830,918,1003,1090,1188,1259,1340,1428,1509,1600,1678,1760,1840,1923,2016,2075,2161,2251,2329,2432,2486,2379,2274,2173,2087,1984,1878,1791,1691,1611,1509,1401,1317,1231,1135,1041,933,848,755,677,588,491,399,321,238,157,44,0,0,0,0,0
920,0,Paracetamol,2484,0,0,0,55,144,235,320,403,486,575,656,752,833,914,999,1086,1182,1263,1343,1427,1510,1602,1685,1756,1835,1917,2013,2098,2167,2245,2331,2416,2484,2368,2271,2176,2094,1983,1876,1782,1689,1605,1506,1410,1310,1227,1131,1042,939,849,765,671,562,493,407,314,211,144,58,0,0,0,0,0
921,0,Paracetamol,2486,0,0,0,54,144,229,320,401,486,574,659,752,829,912,999,1083,1182,1264,1342,1419,1504,1600,1680,1753,1840,1921,2000,2096,2160,2243,2323,2403,2486,2382,2267,2171,2077,1984,1890,1786,1685,1595,1502,1411,1315,1220,1124,1041,943,834,752,663,576,495,400,317,227,145,64,0,0,0,0,0
922,0,Paracetamol,2485,0,0,0,52,143,224,311,402,482,576,659,749,838,909,995,1078,1179,1263,1339,1424,1424,1600,1680,1757,1835,1919,2000,2096,2165,2242,2323,2416,2485,2373,2272,2172,2079,1987,1876,1780,1693,1595,1506,1410,1316,1219,1125,1043,939,845,766,662,583,493,400,313,230,146,64,0,0,0,0,0
923,0,Paracetamol,2487,0,0,0,55,143,232,320,405,483,567,657,746,826,888,986,1083,1180,1264,1344,1425,1507,1599,1686,1762,1834,1919,2012,2096,2165,2242,2327,2416,2487,2371,2270,2170,2086,1993,1877,1789,1696,1604,1503,1403,1311,1217,1132,1044,944,848,756,660,585,496,406,317,232,145,62,0,0,0,0,0
924,0,Paracetamol,2477,0,0,0,57,144,229,322,413,494,576,663,748,837,922,999,1130,1174,1259,1347,1431,1509,1600,1680,1771,1852,1922,2007,2094,2176,2255,2327,2410,2477,2390,2288,2176,2031,1983,1901,1797,1687,1600,1497,1419,1325,1223,1134,1042,944,848,753,672,586,504,406,321,238,146,60,0,0,0,0,0
925,0,Paracetamol,2479,0,0,0,52,143,236,318,400,479,577,655,740,827,911,1001,1090,1172,1264,1341,1431,1506,1595,1678,1757,1855,1926,2015,2090,2162,2232,2335,2403,2479,2372,2270,2182,2087,1977,1873,1792,1701,1607,1503,1406,1317,1228,1131,1023,938,848,763,651,577,495,400,320,238,144,55,0,0,0,0,0
926,0,Paracetamol,2483,0,0,0,57,135,226,319,399,481,582,656,751,833,917,994,1087,1113,1262,1346,1420,1507,1598,1680,1763,1839,1919,2000,2095,2173,2227,2327,2402,2483,2382,2267,2172,2080,1985,1888,1775,1683,1591,1497,1414,1315,1220,1128,1033,943,848,756,663,583,493,403,320,228,145,60,0,0,0,0,0
927,0,Paracetamol,2475,0,0,0,59,142,227,306,413,487,570,656,739,828,914,995,1088,1177,1251,1342,1427,1498,1589,1673,1766,1850,1925,1999,2083,2175,2253,2320,2405,2475,2374,2267,2172,2081,1979,1888,1790,1690,1595,1497,1403,1321,1219,1126,1038,939,850,751,666,586,494,400,312,228,144,55,0,0,0,0,0
928,0,Paracetamol,2482,0,0,0,54,138,224,317,405,491,573,656,751,834,912,987,1083,1174,1264,1347,1422,1502,1588,1681,1765,1840,1919,2000,2091,2171,2238,2323,2401,2482,2374,2269,2173,2069,1986,1897,1789,1679,1592,1503,1408,1311,1217,1129,1032,939,848,826,671,581,493,404,317,231,144,62,0,0,0,0,0
929,0,Paracetamol,2480,0,0,0,57,142,231,314,400,485,576,663,750,829,907,991,1094,1177,1259,1341,1425,1506,1600,1671,1755,1840,1931,2008,2087,2160,2242,2325,2415,2480,2366,2275,2175,2085,1982,1881,1776,1682,1600,1501,1403,1318,1219,1136,1037,930,839,755,666,583,487,399,311,229,148,47,0,0,0,0,0
930,0,Paracetamol,2480,0,0,0,57,135,223,317,400,483,572,655,749,830,910,993,1086,1178,1264,1340,1424,1502,1601,1683,1753,1837,1922,2009,2097,2159,2240,2321,2407,2480,2360,2267,2172,2077,1985,1889,1776,1683,1565,1504,1411,1308,1216,1131,1040,938,846,752,665,577,495,396,312,230,142,59,0,0,0,0,0
931,0,Paracetamol,2477,0,0,0,59,141,228,313,402,489,573,654,739,831,912,992,1081,1173,1253,1345,1415,1502,1588,1670,1759,1843,1923,1999,2096,2169,2242,2334,2406,2477,2374,2275,2172,2074,1973,1890,1794,1693,1591,1499,1410,1317,1216,1129,1040,938,849,754,665,587,491,402,308,227,143,61,0,0,0,0,0
932,0,Paracetamol,2468,0,0,0,57,144,225,317,401,482,581,656,743,831,940,1003,1088,1175,1263,1331,1425,1509,1595,1671,1753,1847,1922,2000,2075,2160,2253,2335,2399,2468,2368,2283,2181,2074,1973,1874,1789,1693,1591,1491,1401,1319,1222,1127,1038,935,840,756,673,577,494,400,321,239,141,58,0,0,0,0,0
933,0,Paracetamol,2480,0,0,0,48,141,233,320,403,485,575,656,749,831,912,997,1088,1181,1263,1342,1427,1510,1599,1685,1753,1838,1918,2009,2096,2160,2234,2329,2417,2480,2364,2266,2169,2086,1983,1875,1776,1669,1605,1503,1398,1310,1220,1127,1040,943,847,757,663,582,487,395,315,225,144,60,0,0,0,0,0
934,0,Paracetamol,2484,0,0,0,67,140,229,319,403,483,577,657,746,831,913,999,1089,1173,1264,1346,1426,1505,1591,1681,1759,1837,1918,1998,2091,2176,2247,2322,2401,2484,2384,2269,2161,2079,1983,1887,1783,1694,1585,1505,1411,1307,1218,1127,1040,944,847,753,661,581,496,400,322,230,144,53,0,0,0,0,0
935,0,Paracetamol,2483,0,0,0,64,144,228,315,402,484,574,656,749,827,912,999,1088,1174,1264,1342,1427,1490,1601,1683,1749,1828,1919,2015,2098,2162,2245,2327,2420,2483,2375,2267,2170,2069,1989,1886,1787,1683,1594,1501,1409,1310,1225,1130,1040,939,848,755,661,587,491,400,311,229,144,56,0,0,0,0,0
936,0,Paracetamol,2480,0,0,0,49,141,222,309,396,486,576,661,749,831,912,997,1086,1171,1264,1343,1424,1506,1599,1681,1758,1834,1918,2006,2096,2161,2241,2319,2416,2480,2368,2267,2172,2079,1983,1875,1781,1690,1599,1501,1398,1301,1221,1136,1040,933,848,754,671,592,491,400,315,230,144,63,0,0,0,0,0
937,0,Paracetamol,2466,0,0,0,51,140,231,318,394,483,577,659,742,832,912,997,1088,1170,1263,1350,1422,1508,1587,1681,1762,1843,1915,2000,2095,2169,2241,2324,2404,2466,2384,2264,2174,2077,1971,1878,1795,1684,1593,1495,1410,1313,1218,1123,1036,934,848,750,664,576,494,401,315,223,130,62,0,0,0,0,0
938,0,Paracetamol,2476,0,0,0,56,144,233,316,400,487,576,658,726,823,911,1001,1088,1172,1257,1344,1431,1515,1586,1673,1758,1840,1920,2001,2084,2166,2245,2327,2413,2476,2367,2258,2178,2086,1973,1876,1778,1697,1600,1490,1405,1307,1219,1136,1035,934,836,752,666,576,487,399,314,225,142,53,0,0,0,0,0
939,0,Paracetamol,2480,0,0,0,54,142,223,314,403,486,576,657,742,830,907,991,1087,1168,1259,1345,1423,1503,1590,1679,1771,1838,1914,1997,2096,2172,2243,2332,2403,2480,2380,2263,2175,2077,1978,1886,1780,1689,1581,1502,1411,1312,1218,1120,1038,944,848,751,665,576,489,400,316,228,142,59,0,0,0,0,0
940,0,Paracetamol,2473,0,0,0,54,144,231,318,399,484,573,663,743,832,912,997,1089,1173,1254,1342,1425,1506,1615,1680,1744,1835,1929,2007,2080,2165,2240,2321,2409,2473,2368,2272,2182,2085,1968,1879,1783,1695,1601,1500,1395,1301,1216,1134,1039,934,843,753,665,578,489,391,305,225,146,51,0,0,0,0,0
941,0,Paracetamol,2480,0,0,0,50,143,229,320,400,480,576,656,741,832,912,998,1089,1178,1253,1335,1427,1499,1590,1680,1776,1834,1920,2000,2096,2167,2240,2321,2397,2480,2382,2274,2170,2068,1981,1855,1785,1690,1592,1501,1408,1305,1214,1127,1039,935,843,749,664,579,493,398,316,226,144,55,0,0,0,0,0
942,0,Paracetamol,2469,0,0,0,58,149,234,309,403,487,576,663,743,828,912,1006,1086,1173,1264,1348,1433,1506,1593,1663,1751,1845,1905,2000,2083,2162,2255,2330,2401,2469,2371,2282,2176,2071,1969,1873,1791,1709,1600,1494,1399,1322,1226,1125,1034,939,848,756,672,576,482,404,315,229,146,53,0,0,0,0,0
943,0,Paracetamol,2482,0,0,0,55,142,230,309,400,483,574,646,747,832,912,997,1085,1179,1264,1341,1425,1506,1600,1683,1758,1845,1919,2010,2096,2160,2242,2320,2418,2482,2373,2267,2171,2079,1982,1881,1780,1691,1597,1501,1397,1309,1216,1125,1044,938,843,753,660,587,490,400,318,224,144,62,0,0,0,0,0
944,0,Paracetamol,2483,0,0,0,59,144,230,320,401,479,575,665,748,823,912,995,1088,1182,1265,1346,1425,1504,1600,1680,1753,1839,1917,2009,2096,2160,2242,2327,2400,2483,2378,2272,2172,2079,1984,1886,1783,1681,1594,1497,1409,1311,1221,1131,1047,944,847,753,660,582,485,401,314,232,139,55,0,0,0,0,0
945,0,Paracetamol,2482,0,0,0,55,144,224,320,400,487,571,659,749,823,909,997,1084,1171,1262,1332,1423,1508,1597,1680,1753,1835,1920,2003,2090,2159,2246,2321,2405,2482,2379,2269,2176,2079,1983,1881,1780,1692,1595,1506,1410,1312,1219,1123,1040,942,845,752,658,579,492,401,309,215,142,60,0,0,0,0,0
946,0,Paracetamol,2483,0,0,0,50,153,224,311,400,495,571,659,739,823,917,994,1087,1173,1257,1343,1424,1502,1594,1680,1759,1840,1922,1998,2080,2176,2242,2320,2403,2483,2384,2262,2174,2075,1985,1884,1774,1681,1588,1505,1407,1313,1214,1125,1037,937,846,749,667,577,496,402,317,226,141,58,0,0,0,0,0
947,0,Paracetamol,2471,0,0,0,54,147,238,321,400,495,576,665,747,823,918,1005,1077,1169,1259,1344,1427,1513,1588,1674,1766,1844,1926,1998,2088,2172,2256,2338,2401,2471,2371,2282,2182,2075,1974,1883,1791,1699,1597,1489,1402,1314,1223,1124,1035,933,851,764,671,585,495,400,320,229,145,56,0,0,0,0,0
948,0,Paracetamol,2480,0,0,0,58,144,237,320,397,487,577,658,741,832,916,1002,1088,1168,1255,1347,1431,1511,1591,1678,1764,1844,1914,2001,2083,2176,2224,2320,2411,2480,2384,2283,2173,2079,1977,1874,1789,1706,1597,1497,1401,1320,1223,1121,1039,932,847,758,664,577,487,402,311,229,138,50,0,0,0,0,0
949,0,Paracetamol,2480,0,0,0,52,139,226,315,400,486,576,661,749,830,902,991,1085,1179,1263,1339,1424,1512,1596,1680,1750,1838,1917,1999,2095,2174,2241,2322,2399,2480,2384,2260,2166,2074,1983,1888,1781,1690,1590,1501,1409,1312,1213,1120,1040,942,844,752,659,578,491,395,316,222,142,61,0,0,0,0,0
950,0,Paracetamol,2473,0,0,0,58,143,227,318,400,487,577,661,742,828,913,1004,1086,1172,1254,1349,1430,1500,1593,1671,1756,1844,1921,2000,2085,2162,2253,2337,2402,2473,2370,2282,2176,2074,1970,1875,1791,1698,1592,1491,1394,1315,1222,1121,1038,934,848,758,661,576,484,403,323,229,144,52,0,0,0,0,0
951,0,Paracetamol,2485,0,0,0,56,144,236,321,405,493,572,657,749,823,912,999,1079,1181,1264,1348,1424,1507,1600,1683,1758,1840,1920,2011,2100,2160,2247,2327,2418,2485,2373,2269,2171,2089,1983,1872,1786,1687,1602,1508,1406,1312,1220,1123,1040,937,845,747,663,580,490,399,307,227,145,64,0,0,0,0,0
952,0,Paracetamol,2473,0,0,0,62,148,233,320,401,490,583,663,742,831,911,1008,1094,1175,1261,1351,1436,1511,1591,1675,1782,1850,1931,2002,2090,2160,2240,2339,2401,2473,2377,2259,2183,2096,1978,1877,1784,1697,1601,1498,1408,1311,1225,1136,1031,933,842,761,665,584,491,399,319,231,146,62,0,0,0,0,0
953,0,Paracetamol,2477,0,0,0,64,144,229,320,412,496,583,665,752,839,919,1004,1088,1182,1263,1358,1425,1513,1595,1619,1767,1840,1923,2006,2091,2175,2245,2331,2410,2477,2388,2285,2177,2085,1978,1891,1799,1680,1601,1497,1409,1322,1221,1122,1034,944,849,751,667,585,496,413,327,229,142,62,0,0,0,0,0
954,0,Paracetamol,2471,0,0,0,54,144,228,320,401,487,575,661,742,842,912,1005,1086,1171,1259,1346,1393,1509,1600,1675,1750,1849,1930,2002,2080,2164,2256,2341,2405,2471,2369,2279,2179,2073,1968,1882,1793,1700,1597,1488,1399,1319,1228,1130,1040,939,841,757,660,579,489,411,319,226,144,60,0,0,0,0,0
955,0,Paracetamol,2483,0,0,0,64,144,234,321,403,486,578,666,752,828,912,1000,1088,1180,1268,1341,1425,1509,1597,1689,1759,1840,1920,2012,2095,2172,2245,2330,2417,2483,2374,2272,2176,2083,1984,1873,1783,1693,1601,1498,1406,1316,1221,1137,1040,935,847,752,673,583,491,401,315,236,144,57,0,0,0,0,0
956,0,Paracetamol,2482,0,0,0,57,144,220,310,402,482,566,656,743,829,911,994,1078,1175,1264,1344,1420,1503,1600,1680,1751,1838,1911,2007,2091,2160,2240,2319,2406,2482,2377,2271,2171,2074,1983,1883,1780,1687,1591,1504,1409,1307,1212,1123,1037,934,842,755,660,583,491,400,307,230,143,58,0,0,0,0,0
957,0,Paracetamol,2482,0,0,0,60,144,230,322,404,490,576,659,748,836,921,1003,1092,1170,1255,1354,1429,1513,1600,1680,1773,1853,1921,2000,2087,2174,2256,2329,2407,2482,2384,2284,2176,2079,1981,1888,1796,1691,1599,1498,1412,1321,1223,1129,1040,944,839,757,665,579,496,403,315,235,143,71,0,0,0,0,0
958,0,Paracetamol,2478,0,0,0,51,144,233,318,407,491,574,669,752,827,912,999,1091,1184,1255,1342,1429,1515,1604,1678,1763,1840,1924,2009,2087,2170,2243,2339,2420,2478,2371,2267,2179,2089,1985,1874,1786,1698,1602,1498,1409,1315,1229,1136,1043,939,846,752,676,587,492,400,320,234,146,57,0,0,0,0,0
959,0,Paracetamol,2485,0,0,0,57,143,230,320,400,493,576,661,747,835,917,997,1079,1170,1265,1350,1427,1509,1597,1683,1765,1838,1921,2000,2095,2178,2241,2324,2401,2485,2384,2280,2166,2077,1985,1886,1776,1685,1593,1509,1408,1307,1219,1131,1031,930,843,752,667,578,493,402,315,229,146,55,0,0,0,0,0
960,0,Paracetamol,2483,0,0,0,59,144,230,322,410,486,573,656,753,836,912,1001,1087,1185,1264,1345,1429,1513,1599,1681,1760,1835,1919,2002,2097,2165,2240,2331,2411,2483,2382,2270,2173,2071,1987,1892,1786,1691,1595,1500,1407,1312,1220,1126,1042,942,847,759,670,583,493,404,317,232,154,54,0,0,0,0,0
961,0,Paracetamol,2487,0,0,0,64,144,232,308,407,495,578,658,752,833,915,994,1087,1176,1264,1353,1424,1509,1593,1680,1767,1825,1920,2001,2097,2175,2245,2323,2410,2487,2386,2270,2175,2083,1974,1887,1792,1690,1596,1500,1408,1319,1218,1133,1038,938,848,755,635,580,493,407,318,227,141,61,0,0,0,0,0
962,0,Paracetamol,2467,0,0,0,57,141,231,314,399,485,579,660,745,826,914,998,1097,1179,1259,1342,1425,1510,1599,1678,1747,1839,1927,2011,2081,2165,2242,2337,2416,2467,2369,2263,2179,2086,1968,1873,1786,1686,1600,1503,1401,1316,1223,1125,1035,932,847,758,663,582,487,400,309,227,143,51,0,0,0,0,0
963,0,Paracetamol,2474,0,0,0,54,147,228,315,386,491,560,655,741,832,913,1002,1081,1167,1261,1345,1427,1504,1585,1670,1760,1847,1916,2000,2080,2173,2247,2323,2406,2474,2383,2282,2166,2089,1975,1883,1791,1683,1587,1494,1412,1314,1216,1117,1039,935,845,741,661,575,493,400,305,230,138,58,0,0,0,0,0
964,0,Paracetamol,2471,0,0,0,52,141,231,313,400,483,572,659,741,820,912,1003,1088,1160,1254,1335,1429,1518,1585,1674,1755,1840,1926,2000,2080,2160,2245,2327,2398,2471,2368,2262,2179,2078,1970,1873,1779,1669,1602,1488,1398,1310,1220,1127,1023,928,842,752,666,577,485,397,303,224,143,48,0,0,0,0,0
965,0,Paracetamol,2475,0,0,0,55,143,227,311,403,487,576,657,739,826,911,1001,1088,1171,1258,1339,1423,1509,1584,1671,1757,1843,1927,1996,2079,2167,2254,2322,2402,2475,2370,2278,2179,2066,1969,1870,1793,1697,1593,1490,1401,1307,1223,1123,1019,927,848,754,660,576,485,400,313,225,134,54,0,0,0,0,0
966,0,Paracetamol,2467,0,0,0,55,151,230,312,394,474,570,656,738,823,902,999,1089,1169,1250,1344,1423,1514,1599,1673,1754,1836,1926,2006,2081,2159,2238,2329,2411,2467,2362,2266,2174,2083,1968,1872,1783,1691,1591,1488,1392,1306,1226,1127,1021,930,839,753,667,574,466,397,308,223,141,52,0,0,0,0,0
967,0,Paracetamol,2468,0,0,0,59,141,230,315,399,487,577,657,740,826,912,1001,1089,1168,1254,1339,1423,1514,1584,1681,1758,1844,1918,1991,2082,2160,2246,2327,2409,2468,2367,2277,2176,2071,1968,1871,1786,1696,1586,1495,1395,1316,1219,1123,1034,935,848,755,655,582,487,395,313,226,144,52,0,0,0,0,0
968,0,Paracetamol,2471,0,0,0,55,139,227,320,399,489,567,658,746,826,912,993,1090,1179,1258,1333,1423,1513,1600,1654,1751,1833,1917,2003,2081,2159,2241,2324,2415,2471,2369,2259,2179,2087,1968,1873,1777,1685,1597,1504,1393,1306,1218,1135,1040,930,843,752,663,580,489,400,312,229,144,51,0,0,0,0,0
969,0,Paracetamol,2480,0,0,0,68,139,223,309,400,487,574,656,737,827,909,991,1086,1169,1264,1344,1424,1504,1593,1674,1758,1834,1917,2000,2090,2173,2238,2321,2402,2480,2374,2271,2165,2073,1983,1883,1778,1682,1586,1498,1310,1303,1216,1123,1021,935,848,750,656,572,484,400,314,223,144,51,0,0,0,0,0
970,0,Paracetamol,2473,0,0,0,58,144,232,316,398,486,576,662,746,828,912,998,1103,1175,1260,1342,1425,1510,1601,1675,1765,1837,1933,2007,2081,2159,2243,2333,2414,2473,2370,2269,2181,2084,1975,1874,1783,1696,1602,1488,1395,1305,1232,1129,1023,926,867,752,673,585,485,399,309,225,144,48,0,0,0,0,0
971,0,Paracetamol,2465,0,0,0,57,142,229,314,398,486,570,663,750,827,912,999,1090,1178,1261,1339,1420,1514,1600,1675,1751,1839,1925,2006,2090,2163,2243,2337,2416,2465,2363,2267,2180,2083,1975,1876,1777,1695,1601,1491,1399,1310,1227,1131,1035,929,842,749,668,578,487,395,309,232,141,54,0,0,0,0,0
972,0,Paracetamol,2468,0,0,0,48,139,226,310,397,483,573,662,735,826,910,997,1088,1173,1255,1339,1431,1509,1590,1674,1754,1841,1926,1993,2077,2162,2246,2337,2404,2468,2370,2272,2174,2071,1969,1872,1785,1694,1584,1488,1397,1309,1217,1122,1034,927,837,752,659,576,481,400,316,223,136,50,0,0,0,0,0
973,0,Paracetamol,2483,0,0,0,58,144,234,316,401,490,571,659,752,829,910,1000,1094,1181,1264,1337,1424,1510,1599,1677,1765,1841,1919,2004,2086,2166,2243,2322,2410,2483,2374,2281,2173,2081,1979,1872,1779,1685,1601,1503,1398,1307,1214,1127,1041,932,843,751,667,583,485,400,312,229,145,57,0,0,0,0,0
974,0,Paracetamol,2473,0,0,0,51,137,225,310,400,485,566,656,741,819,919,995,1075,1166,1252,1345,1424,1499,1581,1674,1740,1840,1915,1989,2082,2171,2247,2319,2391,2473,2375,2273,2163,2065,1969,1883,1791,1684,1590,1487,1408,1310,1211,1118,1023,974,843,749,655,571,481,393,305,221,135,49,0,0,0,0,0
975,0,Paracetamol,2467,0,0,0,52,144,227,309,402,483,572,657,736,830,905,991,1084,1188,1258,1344,1431,1502,1584,1667,1762,1845,1914,1994,2078,2165,2252,2320,2399,2467,2370,2273,2167,2070,1968,1879,1789,1687,1595,1491,1405,1311,1213,1123,1031,933,847,743,659,576,481,400,304,225,142,48,0,0,0,0,0
976,0,Paracetamol,2467,0,0,0,48,138,226,319,401,481,566,656,751,821,910,991,1087,1171,1243,1333,1423,1507,1599,1665,1747,1827,1921,2002,2075,2160,2242,2327,2410,2467,2361,2267,2161,2075,1966,1874,1776,1680,1600,1515,1394,1312,1216,1123,1033,928,832,752,659,576,479,398,305,225,138,48,0,0,0,0,0
